Molecule Name,Target,Gene,Uniprot,CHEMBL,Target Class,Probability,Active 2D/3D
Sutherlandioside D,"AMP-activated protein kinase, alpha-2 subunit",PRKAA2,P54646,CHEMBL2116,Kinase,0.0556479503,2 /  0     
Sutherlandioside D,Tyrosine-protein kinase JAK3,JAK3,P52333,CHEMBL2148,Kinase,0.0556479503,109 /  0     
Sutherlandioside D,Dual specificity mitogen-activated protein kinase kinase 6,MAP2K6,P52564,CHEMBL2171,Kinase,0.0556479503,2 /  0     
Sutherlandioside D,Serine/threonine-protein kinase Aurora-B,AURKB,Q96GD4,CHEMBL2185,Kinase,0.0556479503,132 /  0     
Sutherlandioside D,Tyrosine-protein kinase BLK,BLK,P51451,CHEMBL2250,Kinase,0.0556479503,7 /  0     
Sutherlandioside D,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,DYRK1A,Q13627,CHEMBL2292,Kinase,0.0556479503,19 /  0     
Sutherlandioside D,Ribosomal protein S6 kinase alpha 3,RPS6KA3,P51812,CHEMBL2345,Kinase,0.0556479503,8 /  0     
Sutherlandioside D,Phosphorylase kinase gamma subunit 2,PHKG2,P15735,CHEMBL2349,Kinase,0.0556479503,3 /  0     
Sutherlandioside D,Casein kinase I gamma 1,CSNK1G1,Q9HCP0,CHEMBL2426,Kinase,0.0556479503,1 /  0     
Sutherlandioside D,"Myosin light chain kinase, smooth muscle",MYLK,Q15746,CHEMBL2428,Kinase,0.0556479503,2 /  0     
Sutherlandioside D,Death-associated protein kinase 3,DAPK3,O43293,CHEMBL2468,Kinase,0.0556479503,5 /  0     
Sutherlandioside D,CaM kinase I alpha,CAMK1,Q14012,CHEMBL2493,Kinase,0.0556479503,3 /  0     
Sutherlandioside D,CaM kinase IV,CAMK4,Q16566,CHEMBL2494,Kinase,0.0556479503,2 /  0     
Sutherlandioside D,Serine/threonine-protein kinase Chk2,CHEK2,O96017,CHEMBL2527,Kinase,0.0556479503,13 /  0     
Sutherlandioside D,3-phosphoinositide dependent protein kinase-1,PDPK1,O15530,CHEMBL2534,Kinase,0.0556479503,66 /  0     
Sutherlandioside D,Casein kinase I gamma 2,CSNK1G2,P78368,CHEMBL2543,Kinase,0.0556479503,1 /  0     
Sutherlandioside D,Ribosomal protein S6 kinase alpha 1,RPS6KA1,Q15418,CHEMBL2553,Kinase,0.0556479503,18 /  0     
Sutherlandioside D,Death-associated protein kinase 1,DAPK1,P53355,CHEMBL2558,Kinase,0.0556479503,3 /  0     
Sutherlandioside D,Tyrosine-protein kinase LCK,LCK,P06239,CHEMBL258,Kinase,0.0556479503,89 /  0     
Sutherlandioside D,Protein kinase C (PKC),PRKD3,O94806,CHEMBL2595,Kinase,0.0556479503,4 /  0     
Sutherlandioside D,c-Jun N-terminal kinase 3,MAPK10,P53779,CHEMBL2637,Kinase,0.0556479503,66 /  0     
Sutherlandioside D,Tyrosine-protein kinase SRC,SRC,P12931,CHEMBL267,Kinase,0.0556479503,171 /  0     
Sutherlandioside D,Focal adhesion kinase 1,PTK2,Q05397,CHEMBL2695,Kinase,0.0556479503,32 /  0     
Sutherlandioside D,Mitogen-activated protein kinase kinase kinase 11,MAP3K11,Q16584,CHEMBL2708,Kinase,0.0556479503,6 /  0     
Sutherlandioside D,Fibroblast growth factor receptor 3,FGFR3,P22607,CHEMBL2742,Kinase,0.0556479503,13 /  0     
